Job Post,Company,Skills,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL
"Power BI - Visualization Analyst
",TATA CONSULTANCY SERVICES (TCS),"Power Bi,POWER AUTOMATE,POWER APPS,Power,Office 365,SharePoint,IT Skills",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Pan India",29 Days Ago,https://www.naukri.com/job-listings-power-bi-visualization-analyst-tata-consultancy-services-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-pan-india-4-to-9-years-010822002250
Power BI_ITata Consultancy Services(Tcs),TATA CONSULTANCY SERVICES (TCS),"Power Bi,IT Skills",3.9,(46198 Reviews),4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",29 Days Ago,https://www.naukri.com/job-listings-power-bi-itata-consultancy-services-tcs-tata-consultancy-services-ltd-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-8-years-010822002138
Technical lead/ Architect (Ab Initio),TATA CONSULTANCY SERVICES (TCS),"Ab Initio,ETL",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,Pan India,29 Days Ago,https://www.naukri.com/job-listings-technical-lead-architect-ab-initio-tata-consultancy-services-ltd-pan-india-8-to-13-years-010822002064
SQL Server Developer,TATA CONSULTANCY SERVICES (TCS),"SQL Database,SQL Server,SQL,Performance Tuning",3.9,(46198 Reviews),2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,29 Days Ago,https://www.naukri.com/job-listings-sql-server-developer-tata-consultancy-services-ltd-hyderabad-secunderabad-2-to-6-years-010822001734
Oracle EBS TechnoFunctional Consultant - Finance,TATA CONSULTANCY SERVICES (TCS),"AR,Rice Components,GL,PLSQL,Aol,AP,PO,Oracle Database",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",29 Days Ago,https://www.naukri.com/job-listings-oracle-ebs-technofunctional-consultant-finance-tata-consultancy-services-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-010822000413
Oracle EBS R12 Techno-Functional Consultant - SCM/Finance,TATA CONSULTANCY SERVICES (TCS),"Ricew,sql,PLSQL,Oracle Apps R12,iProcurement,OM,PL / SQL,GL",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",29 Days Ago,https://www.naukri.com/job-listings-oracle-ebs-r12-techno-functional-consultant-scm-finance-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-010822000394
"Tcs Hiring For Java Backend Engineer
",TATA CONSULTANCY SERVICES (TCS),"java,Spring Boot,AWS,Microservices,cloud native apps,RESTful web services,SQL programming,web / UI development",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,"Kochi/Cochin, Bhubaneswar, Kolkata, Indore, Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-java-backend-engineer-tata-consultancy-services-ltd-kochi-cochin-bhubaneswar-kolkata-indore-hyderabad-secunderabad-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-8-to-13-years-010722003524
Opportunity For Automation Test Engineer,TATA CONSULTANCY SERVICES (TCS),"python,Mobile Automation,robot framework,automation testing,selenium,Behaviour Driven Development,Test Automation Architecture,API testing",3.9,(46198 Reviews),4-9 Yrs,"10,00,000 - 20,00,000 PA.","Kochi/Cochin, Noida, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-opportunity-for-automation-test-engineer-tata-consultancy-services-ltd-kochi-cochin-noida-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-9-years-280722011173
Power Apps Developer,TATA CONSULTANCY SERVICES (TCS),"Power Platform,power automate,Powerapps,Microsoft 365,TypeScript,Microsoft Azure,RESTful web services,DevOps",3.9,(46198 Reviews),5-9 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",30+ Days Ago,https://www.naukri.com/job-listings-power-apps-developer-tata-consultancy-services-ltd-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-9-years-260722010780
CRM Technical Consultant (MS D365 must),TATA CONSULTANCY SERVICES (TCS),"D365,MS Dynamics,CRM,Dynamics 365,Customer Service,Unit testing,Power Platform,IT Skills",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-crm-technical-consultant-ms-d365-must-tata-consultancy-services-ltd-pune-bangalore-bengaluru-delhi-ncr-4-to-9-years-260722010755
Enterprise Pub/Sub Architecture & Design,TATA CONSULTANCY SERVICES (TCS),"c#,YAML,core,asp net,Service Bus,web API,Azure DevOps,JMS",3.9,(46198 Reviews),6-11 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-enterprise-pub-sub-architecture-design-tata-consultancy-services-ltd-chennai-6-to-11-years-260722009836
AWS Solution Architect,TATA CONSULTANCY SERVICES (TCS),"AWS,DevOps,terraform,AWS landing zone,requirements impact analysis,IT Skills,Testing,Cloud",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,Pan India,30+ Days Ago,https://www.naukri.com/job-listings-aws-solution-architect-tata-consultancy-services-ltd-pan-india-8-to-13-years-250722008086
Tcs IS Hiring For DevOps Engineer,TATA CONSULTANCY SERVICES (TCS),"Devops engineer,IT Skills,Java,Cloud,DevOps",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",30+ Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-devops-engineer-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-240722000843
Tcs IS Hiring Performance Tester,TATA CONSULTANCY SERVICES (TCS),"Performance Testing,PL / SQL,OBI,Loadrunner Shell scripting,big query,ODI,LoadRunner,google cloud",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-performance-tester-tata-consultancy-services-ltd-bangalore-bengaluru-4-to-9-years-240722000808
Tcs Hiring For Citrix SME,TATA CONSULTANCY SERVICES (TCS),"citrix SME,citrix xendesktop",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-citrix-sme-tata-consultancy-services-ltd-chennai-bangalore-bengaluru-5-to-10-years-240722000792
Java Developer,TATA CONSULTANCY SERVICES (TCS),"Java,Spring,springboot,Microservices,IT Skills",3.9,(46198 Reviews),4-8 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-java-developer-tata-consultancy-services-ltd-chennai-4-to-8-years-240722000246
SAP PI/PO,TATA CONSULTANCY SERVICES (TCS),"SAP PO,SAP PI,communication,IT Skills,SAP,po",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",27 Days Ago,https://www.naukri.com/job-listings-sap-pi-po-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-030822002480
Oracle Enterprise Asset Management Functional Consultant,TATA CONSULTANCY SERVICES (TCS),"Preventive Maintenance,Oracle Bom,Oracle Eam,oracle routing,Oracle Enterprise Asset Management,Oracle Application Framework,IT Skills,Oracle",3.9,(46198 Reviews),6-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",27 Days Ago,https://www.naukri.com/job-listings-oracle-enterprise-asset-management-functional-consultant-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-10-years-030822002244
Embedded Power Electronics Engineer,TATA CONSULTANCY SERVICES (TCS),"matlab,Simulink,electronics engineering,power electronics,IT Skills,Testing",3.9,(46198 Reviews),5-8 Yrs,Not disclosed,Pune,27 Days Ago,https://www.naukri.com/job-listings-embedded-power-electronics-engineer-tata-consultancy-services-ltd-pune-5-to-8-years-030822001150
"Tcs Hiring For SAP Consultant (RE Accounting)
",TATA CONSULTANCY SERVICES (TCS),"s4 Hana,Real Estate,S / 4 Hana,SAP,IT Skills",3.9,(46198 Reviews),8-13 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",27 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-sap-consultant-re-accounting-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-chennai-bangalore-bengaluru-mumbai-all-areas-8-to-13-years-020822011181
Tcs is Hiring For Oracle DBA- Delhi,TATA CONSULTANCY SERVICES (TCS),"oracle dba,ORACLE,Oracle Enterprise database,IT Skills,DBA,database design,disaster recovery,database administration",3.9,(46198 Reviews),5-8 Yrs,Not disclosed,New Delhi,27 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-oracle-dba-delhi-tata-consultancy-services-ltd-new-delhi-5-to-8-years-020822011159
Data Engineer,TATA CONSULTANCY SERVICES (TCS),"Airflow,Hadoop Development,Hive,Google Cloud,Automic,Mainframe,Data Proc Cluster,GCP",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Chennai, Delhi / NCR, Pan India",27 Days Ago,https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-ltd-chennai-delhi-ncr-pan-india-4-to-9-years-020822010817
Tcs Hiring For Windows Vmware - Mumbai,TATA CONSULTANCY SERVICES (TCS),"Windows Vmware,DHCP,IP addressing,VMware ESX,Azure,AWS,Public Cloud,Active Directory administration",3.9,(46198 Reviews),2-4 Yrs,Not disclosed,Mumbai,28 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-for-windows-vmware-mumbai-tata-consultancy-services-ltd-mumbai-2-to-4-years-020822010422
"Tcs Hiring || C++, Linux @Tcs Hyderabad/Bangalore",TATA CONSULTANCY SERVICES (TCS),"C++,Linux",3.9,(46198 Reviews),2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-tcs-hiring-c-linux-tcs-hyderabad-bangalore-tata-consultancy-services-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-7-years-020822009961
Big Data Technical Lead,TATA CONSULTANCY SERVICES (TCS),"sql,Big data,Apache Druid,Hadoop,IT Skills,data monitoring,disaster recovery,monitoring tools",3.9,(46198 Reviews),8-12 Yrs,Not disclosed,"Chennai, Delhi / NCR, Pan India",28 Days Ago,https://www.naukri.com/job-listings-big-data-technical-lead-tata-consultancy-services-ltd-chennai-delhi-ncr-pan-india-8-to-12-years-020822009637
Java Full Stack Developer,TATA CONSULTANCY SERVICES (TCS),"java,groovy,Spring,Microservices,Spring framework,Jenkins,IntelliJ,RESTful APIs",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru, Pan India",28 Days Ago,https://www.naukri.com/job-listings-java-full-stack-developer-tata-consultancy-services-ltd-chennai-bangalore-bengaluru-pan-india-4-to-9-years-020822009363
"Production Support(Unix, SQL, Shell Script, DB)",TATA CONSULTANCY SERVICES (TCS),"unix,SQL,production support,Unix Shell Scripting",3.9,(46198 Reviews),3-7 Yrs,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-production-support-unix-sql-shell-script-db-tata-consultancy-services-ltd-pune-chennai-mumbai-all-areas-3-to-7-years-020822008820
Java Full Stack Developer,TATA CONSULTANCY SERVICES (TCS),"spring boot,java,mockito,IT Skills,rest,Hibernate,maven,Spring",3.9,(46198 Reviews),5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-java-full-stack-developer-tata-consultancy-services-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-020822008508
Tcs is hiring For Oracle DBA_Chennai,TATA CONSULTANCY SERVICES (TCS),"Oracle DBA,performance tuning,Oracle 11g,RMAN,user management,ASH,RMAN backup recovery,ADDM",3.9,(46198 Reviews),3-5 Yrs,Not disclosed,Chennai,28 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-oracle-dba-chennai-tata-consultancy-services-ltd-chennai-3-to-5-years-020822008262
Tcs is hiring For Oracle DBA_Kolkata,TATA CONSULTANCY SERVICES (TCS),"Oracle DBA,troubleshooting,RMAN recovery,Oracle,oracle RAC,IT Skills,DBA,dataguard",3.9,(46198 Reviews),4-6 Yrs,Not disclosed,Kolkata,28 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-oracle-dba-kolkata-tata-consultancy-services-ltd-kolkata-4-to-6-years-020822008171
Tcs is hiring For EUCS_TOOLS_SCCM_Kolkata,TATA CONSULTANCY SERVICES (TCS),"Euc,analytical",3.9,(46198 Reviews),5-8 Yrs,Not disclosed,Kolkata,28 Days Ago,https://www.naukri.com/job-listings-tcs-is-hiring-for-eucs-tools-sccm-kolkata-tata-consultancy-services-ltd-kolkata-5-to-8-years-020822008112
Bigdata Developer,TATA CONSULTANCY SERVICES (TCS),"python,SQOOP,Syncsort,informatica,HDFS,PIG,Hive,Oozie",3.9,(46198 Reviews),3-7 Yrs,Not disclosed,"Bhubaneswar, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-bigdata-developer-tata-consultancy-services-ltd-bhubaneswar-mumbai-all-areas-3-to-7-years-020822007955
Aem Developer,TATA CONSULTANCY SERVICES (TCS),"javascript,Adobe Cq,aem",3.9,(46198 Reviews),5-9 Yrs,Not disclosed,"Bhubaneswar, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-aem-developer-tata-consultancy-services-ltd-bhubaneswar-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-9-years-020822007743
Database Testing - BLR/CHN/IDR/PUN/HYD,TATA CONSULTANCY SERVICES (TCS),"database testing,PL / SQL,ALM,JIRA,management,Testing,Agile,communication",3.9,(46198 Reviews),4-8 Yrs,"4,00,000 - 9,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-database-testing-blr-chn-idr-pun-hyd-tata-consultancy-services-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-8-years-020822006852
Unix Support Engineer,TATA CONSULTANCY SERVICES (TCS),"Unix,SQL,Shell Script,Perl,Change Management,Java,Oracle,Problem Management",3.9,(46198 Reviews),3-7 Yrs,Not disclosed,"Pune, Chennai, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-unix-support-engineer-tata-consultancy-services-ltd-pune-chennai-mumbai-all-areas-3-to-7-years-020822006702
Big Data With Python,TATA CONSULTANCY SERVICES (TCS),"python,big data,analytical,spark streaming,Hive,Hadoop,Spark,JSON",3.9,(46198 Reviews),4-9 Yrs,Not disclosed,"Bhubaneswar, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-big-data-with-python-tata-consultancy-services-ltd-bhubaneswar-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-020822006633
Hiring Technical Support Voice Process,Tech Mahindra,"International Voice Process,BPO,voice,technical support,troubleshooting,Customer Support",3.8,(20690 Reviews),1-5 Yrs,"3,00,000 - 5,00,000 PA.",Hyderabad/Secunderabad,6 Days Ago,https://www.naukri.com/job-listings-hiring-technical-support-voice-process-tech-mahindra-ltd-hyderabad-secunderabad-1-to-5-years-240822003687
International Voice Process Executive For Outbound Sales,Tech Mahindra,"night shift,international voice process,Excellent Communication In English,outbound sales,GRAVEYARD SHIFT,BPO,voice",3.8,(20690 Reviews),0-5 Yrs,"3,00,000 - 5,00,000 PA.",Pune,6 Days Ago,https://www.naukri.com/job-listings-international-voice-process-executive-for-outbound-sales-tech-mahindra-ltd-pune-0-to-5-years-240822003028
International Voice Process Executive,Tech Mahindra,"international voice process,US Shift,Excellent Communication In English,BPO,voice",3.8,(20690 Reviews),1-6 Yrs,"3,00,000 - 4,00,000 PA.",Hyderabad/Secunderabad,6 Days Ago,https://www.naukri.com/job-listings-international-voice-process-executive-tech-mahindra-ltd-hyderabad-secunderabad-1-to-6-years-240822002913
Openings For Security Engineer,Tech Mahindra,"C++,Scripting,C,DHCP,iptables,BOOTP,TCP / IP,RSA",3.8,(20690 Reviews),7-12 Yrs,"7,00,000 - 17,00,000 PA.",Bangalore/Bengaluru,6 Days Ago,https://www.naukri.com/job-listings-openings-for-security-engineer-tech-mahindra-ltd-bangalore-bengaluru-7-to-12-years-240822002763
CAE Analyst,Tech Mahindra,"CAE Analyst,Ansys,Adaqus,HVAC CFD Modeling,Simlab,Communication,Ansys APDL,Hypermesh",3.8,(20690 Reviews),5-8 Yrs,Not disclosed,Pune,6 Days Ago,https://www.naukri.com/job-listings-cae-analyst-tech-mahindra-ltd-pune-5-to-8-years-240822002156
Call Center Executive,Tech Mahindra,"Customer Care,BPO,voice,hindi,Inbound Process,Customer Relationship,Customer Service,Customer Support",3.8,(20690 Reviews),0-3 Yrs,"50,000 - 2,50,000 PA.",Ahmedabad,6 Days Ago,https://www.naukri.com/job-listings-call-center-executive-tech-mahindra-ltd-ahmedabad-0-to-3-years-240822000958
Opening For Email and chat process,Tech Mahindra,"BPO,semi voice,chat process",3.8,(20690 Reviews),0-4 Yrs,"3,00,000 - 5,00,000 PA.",Hyderabad/Secunderabad,7 Days Ago,https://www.naukri.com/job-listings-opening-for-email-and-chat-process-tech-mahindra-ltd-hyderabad-secunderabad-0-to-4-years-230822012292
Net JD: .Net with React with SQL and API - Tech Mahindra (Immediate),Tech Mahindra,"React.Js,ASP NET,Jquery,Bootstrap,Web API,Troubleshooting,SQL,React",3.8,(20690 Reviews),4-7 Yrs,Not disclosed,Pan India,7 Days Ago,https://www.naukri.com/job-listings-net-jd-net-with-react-with-sql-and-api-tech-mahindra-immediate-tech-mahindra-ltd-pan-india-4-to-7-years-230822010696
Hiring For contractual international chat process,Tech Mahindra,"customer service,BPO,chat process,communication skills",3.8,(20690 Reviews),0-3 Yrs,"2,25,000 - 3,50,000 PA.",Noida,7 Days Ago,https://www.naukri.com/job-listings-hiring-for-contractual-international-chat-process-tech-mahindra-ltd-noida-0-to-3-years-230822009882
International Chat Process - Noida Location (4 Months Contract),Tech Mahindra,"Chat Support,BPO,customer service,inbound,Blended Process,Communication Skills,Bpo Customer Service,Email Process",3.8,(20690 Reviews),0-3 Yrs,"2,00,000 - 3,75,000 PA.",Noida,7 Days Ago,https://www.naukri.com/job-listings-international-chat-process-noida-location-4-months-contract-tech-mahindra-ltd-noida-0-to-3-years-230822005844
IFS ERP Cloud Consultant,Tech Mahindra,"IFS ERP CLOUD,Sales",3.8,(20690 Reviews),5-10 Yrs,Not disclosed,Delhi / NCR,7 Days Ago,https://www.naukri.com/job-listings-ifs-erp-cloud-consultant-tech-mahindra-ltd-delhi-ncr-5-to-10-years-230822005261
Sdwan- Design & Implementation_Pan India,Tech Mahindra,"SDWAN,Cisco,ccip,ccnp,ENSDWI,communications,MS Visio,WAN",3.8,(20690 Reviews),3-8 Yrs,"4,00,000 - 9,00,000 PA.","Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",4 Days Ago,https://www.naukri.com/job-listings-sdwan-design-implementation-pan-india-tech-mahindra-ltd-kolkata-pune-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-230822004292
Urgent Hiring For German Associate on Part time Role,Tech Mahindra,"German Language,Bpo Non Voice,Non Voice Process,UK Shift,Part Time",3.8,(20690 Reviews),0-2 Yrs,"2,00,000 - 4,25,000 PA.",Noida,6 Days Ago,https://www.naukri.com/job-listings-urgent-hiring-for-german-associate-on-part-time-role-tech-mahindra-ltd-noida-0-to-2-years-230822003836
"Immediate Joiners For 5G, ORAN, LTE Tester with Automation @ Bangalore",Tech Mahindra,"5G,Automation,LTE,Testing,Oran",3.8,(20690 Reviews),3-8 Yrs,"50,000 - 3,00,000 PA.",Bangalore/Bengaluru,7 Days Ago,https://www.naukri.com/job-listings-immediate-joiners-for-5g-oran-lte-tester-with-automation-bangalore-tech-mahindra-ltd-bangalore-bengaluru-3-to-8-years-230822002582
